#Partida,,,,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa
1 0100.213.02.132.00 2021,,2102.0,IBILGAILUEN RENTING,0.0,1697.08,0.0,1697.08,0.0,1697.08,0.0,0.0,0.0
1 0100.221.01.130.00 2022,,2067.0,ENERGIA ELEKTRIKOA.KOTXEEN KONTSUMOA,6000.0,6000.0,0.0,504.18,5495.82,504.18,504.18,504.18,504.18
1 0100.221.04.130.00 2022,,8.0,ERREGAI ETA KARBURANTEAK,30000.0,30000.0,0.0,17703.52,12296.48,17703.52,3819.81,3819.81,3819.81
1 0100.221.05.130.00 2022,,9.0,ARROPAK,40000.0,40000.0,0.0,37000.0,3000.0,37000.0,0.0,0.0,0.0
1 0100.221.99.130.00 2022,,10.0,BESTELAKO HORNIDURAK,12000.0,12000.0,0.0,6661.4,5338.6,6661.4,4156.18,4156.18,4156.18
1 0100.224.02.130.00 2022,,11.0,IBILGAILUENAK. ASEGURUAK,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0
1 0100.226.99.132.00 2022,,1814.0,BESTE HAINBAT GASTU.,1000.0,1000.0,0.0,43.03,956.97,43.03,43.03,43.03,43.03
1 0100.226.99.132.00 2021,,2103.0,BESTE HAINBAT GASTU.,0.0,1592.62,0.0,1592.62,0.0,1592.62,1592.62,1592.62,1592.62
1 0100.226.99.441.10 2022,,2099.0,BESTE HAINBAT GASTU,16000.0,16000.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0
1 0100.227.07.133.10 2022,,2070.0,AZTERKETA ETA LAN TEKNIKOAK,30000.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0
1 0100.227.08.441.10 2022,,363.0,GARRAIO-KONTRATUAK,275000.0,275000.0,0.0,225879.79,49120.21,225879.79,163471.02,163471.02,163471.02
1 0100.227.90.132.00 2022,,2068.0,KANPOKO LANAK,80000.0,80000.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0
1 0100.227.99.133.10 2022,,24.0,KANPOKO BESTELAKO LANAK. GARABIA,125000.0,125000.0,0.0,100000.0,25000.0,100000.0,67679.84,67679.84,67679.84
1 0100.230.01.130.00 2022,,12.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,2593.65,-2493.65,2593.65,2593.65,2593.65,2593.65
1 0100.230.01.132.00 2022,,18.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,1807.28,-1707.28,1807.28,1807.28,1807.28,1807.28
1 0100.230.01.133.10 2022,,25.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,432.76,-332.76,432.76,432.76,432.76,432.76
1 0100.421.03.441.10 2022,,364.0,GIPUZK.GARRAIOAREN LURRALD.AGINTARITZA,10000.0,10000.0,0.0,6813.0,3187.0,6813.0,6813.0,6813.0,6813.0
1 0100.623.01.130.00 2022,,2034.0,"MAKINARIA, RADARRA INSTALATZEA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0100.623.01.130.00 2021,,2104.0,"MAKINARIA, RADARRA INSTALATZEA",0.0,17787.0,0.0,17787.0,0.0,17787.0,17787.0,17787.0,17787.0
1 0100.623.05.133.10 2022,,2071.0,ABIDURA ZAINTZEKO KONTROL EKIPOAK,10000.0,10000.0,0.0,8926.93,1073.07,8926.93,0.0,0.0,0.0
1 0100.623.99.132.00 2022,,1816.0,DEFENTSA EKIPOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0100.625.01.130.00 2022,,1282.0,ALTZARIAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0100.625.01.130.00 2021,,2105.0,ALTZARIAK,0.0,792.07,0.0,792.07,0.0,792.07,792.07,792.07,792.07
1 0100.625.01.132.00 2022,,1815.0,ALTZARIAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0100.625.05.132.00 2022,,2023.0,EKIPOAK .DESFIBRILADOREAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0100.626.01.130.00 2022,,43.0,EKIPOAK. TETRA KOMUNIKAZIO BIDEA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0200.120.01.151.00 2022,,32.0,OINARRIZKO ORDAINKETAK,164516.64,164516.64,0.0,91645.39,72871.25,91645.39,91645.39,91645.39,91645.39
1 0200.120.01.172.00 2022,,782.0,OINARRIZKO ORDAINKETAK,17069.16,17069.16,0.0,11177.05,5892.11,11177.05,11177.05,11177.05,11177.05
1 0200.121.99.151.00 2022,,33.0,BESTE OSAGARRI BATZUK,360794.07,360794.07,0.0,201024.37,159769.7,201024.37,201024.37,201024.37,201024.37
1 0200.121.99.172.00 2022,,783.0,BESTE OSAGARRI BATZUK,22883.66,22883.66,0.0,18319.33,4564.33,18319.33,18319.33,18319.33,18319.33
1 0200.160.01.151.00 2022,,35.0,GIZARTE SEGURANTZA,107644.78,107644.78,0.0,67745.98,39898.8,67745.98,67745.98,67745.98,67745.98
1 0200.160.01.172.00 2022,,784.0,GIZARTE SEGURANTZA,13396.95,13396.95,0.0,8916.4,4480.55,8916.4,8916.4,8916.4,8916.4
1 0200.160.04.151.00 2022,,36.0,ELKARKIDETZAREN KUOTAK,10349.0,10349.0,0.0,6099.2,4249.8,6099.2,6099.2,6099.2,6099.2
1 0200.160.04.172.00 2022,,983.0,ELKARKIDETZAREN KUOTAK,1478.41,1478.41,0.0,1056.0,422.41,1056.0,1056.0,1056.0,1056.0
1 0200.201.01.152.20 2022,,1545.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,9232.36,9232.36,0.0,9232.36,0.0,9232.36,6626.14,6626.14,6328.76
1 0200.212.01.151.00 2022,,1817.0,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.220.01.152.20 2022,,1546.0,MATERIAL ARRUNT EZ-INBENTARIAGARRIA,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
1 0200.221.01.152.20 2022,,1547.0,ENERGIA ELEKTRIKOA. TXONTA LOKALA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0200.224.01.152.20 2022,,1235.0,ASEGURUAK,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 0200.226.99.151.00 2022,,38.0,BESTE HAINB.GASTU.ORDEZK.BETEARAZP.,180000.0,180000.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0
1 0200.226.99.172.00 2022,,113.0,BESTE HAINBAT GASTU,22500.0,22500.0,0.0,16649.98,5850.02,16649.98,10417.53,7471.79,5489.01
1 0200.226.99.172.00 2021,,2106.0,BESTE HAINBAT GASTU,0.0,5370.3,0.0,5370.3,0.0,5370.3,5243.85,5243.85,5243.85
1 0200.227.05.172.00 2022,,2075.0,LUR ETA ONDASUN NATURALAK ZAINTZA HITZAR,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0200.227.07.151.00 2022,,39.0,AZTERKETA ETA LAN TEKNIKOAK,70000.0,70000.0,0.0,16915.8,53084.2,16915.8,0.0,0.0,0.0
1 0200.227.07.151.00 2021,,2107.0,AZTERKETA ETA LAN TEKNIKOAK,0.0,6413.0,0.0,6413.0,0.0,6413.0,6413.0,6413.0,6413.0
1 0200.227.07.172.00 2022,,114.0,AZITAINGO LURZORUAREN KALIT.KONTR.,223000.0,223000.0,0.0,25633.85,197366.15,25633.85,0.0,0.0,0.0
1 0200.227.07.172.00 2020,,2108.0,AZITAINGO LURZORUAREN KALIT.KONTR.,0.0,8639.99,0.0,8639.99,0.0,8639.99,0.0,0.0,0.0
1 0200.227.90.151.00 2022,,40.0,KANPOKO LANAK,32000.0,32000.0,0.0,1747.89,30252.11,1747.89,1747.69,1747.69,1747.69
1 0200.227.90.151.00 2021,,2111.0,KANPOKO LANAK,0.0,31460.0,0.0,31460.0,0.0,14520.0,0.0,0.0,0.0
1 0200.227.90.151.00 2020,,2110.0,KANPOKO LANAK,0.0,7259.72,0.0,7259.72,0.0,7259.72,7259.52,7259.52,7259.52
1 0200.227.90.151.00 2019,,2109.0,KANPOKO LANAK,0.0,19844.0,0.0,19844.0,0.0,19844.0,19844.0,19844.0,0.0
1 0200.227.90.172.00 2022,,1247.0,KANPOKO LANAK,7112.38,7112.38,0.0,2373.63,4738.75,2373.63,0.0,0.0,0.0
1 0200.227.90.172.00 2021,,2112.0,KANPOKO LANAK,0.0,2984.31,0.0,2984.31,0.0,2984.31,2984.31,2984.31,2984.31
1 0200.227.99.151.00 2022,,41.0,KONTRATOAK KANPOKOEKIN. NEURKETAK,1500.0,1500.0,0.0,72.42,1427.58,72.42,72.42,72.42,72.42
1 0200.227.99.172.00 2022,,115.0,KANPOKO BESTELAKO LANAK,193500.0,193500.0,14520.0,53894.56,125085.44,53894.56,22205.86,22205.86,22205.86
1 0200.227.99.172.00 2021,,2114.0,KANPOKO BESTELAKO LANAK,0.0,4333.07,0.0,4333.07,0.0,4333.07,3984.59,3984.59,3984.59
1 0200.227.99.172.00 2020,,2113.0,KANPOKO BESTELAKO LANAK,0.0,1341.93,0.0,1341.93,0.0,1341.93,1341.93,1341.93,1341.93
1 0200.230.01.151.00 2022,,42.0,PERTSONAL DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0200.230.01.172.00 2022,,986.0,"PERTSONALAREN DIETAK, GARRAIOA ETA LEK.",100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.20 2022,,44.0,FAMILIEI. KALEKO IGOGAILUEN MANTENIM.,6000.0,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.30 2022,,569.0,FAMILIEI,18000.0,18000.0,0.0,18000.0,0.0,13620.0,5300.0,5300.0,5300.0
1 0200.480.01.152.30 2021,,2115.0,FAMILIEI,0.0,12440.0,0.0,12440.0,0.0,5130.0,1530.0,1530.0,1530.0
1 0200.481.01.172.00 2022,,2073.0,IRABAIZKO XEDERIK GABEKO ERAKUNDEEI,8450.0,8450.0,0.0,0.0,8450.0,0.0,0.0,0.0,0.0
1 0200.481.21.152.20 2022,,845.0,DIRU-LAG.HERRIKO KOADRILA ELKARTEARI,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
1 0200.600.01.172.00 2022,,2074.0,INBERTSIOAK LURRETAN,100000.0,100000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0
1 0200.600.04.151.00 2022,,1544.0,LUR ONDARERAKO EROSKETAK,500000.0,2975000.0,0.0,2589136.5,385863.5,2589136.5,2589136.5,2589136.5,2589136.5
1 0200.600.04.151.00 2021,,2116.0,LUR ONDARERAKO EROSKETAK,0.0,354949.18,0.0,354949.18,0.0,324949.18,324949.18,324949.18,324949.18
1 0200.601.16.172.00 2022,,987.0,"BESTE LAN BATZUK, INGURUMENA",60000.0,60000.0,0.0,9825.81,50174.19,9825.81,9825.81,9341.81,9341.81
1 0200.601.16.172.00 2021,,2117.0,"BESTE LAN BATZUK, INGURUMENA",0.0,7999.31,0.0,7999.31,0.0,7999.31,7999.31,7999.31,7999.31
1 0200.625.02.172.00 2022,,2018.0,AIREAREN KALITATEAREN NEURGAILUAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.771.05.152.20 2022,,1818.0,INDUSTRIA-AURRIAK ERAISTEA LAGUNTZA,150000.0,150000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0
1 0200.780.02.152.20 2022,,45.0,FAMIL.FATXADAK/IGOGAILUAK BIRGAITU,250000.0,250000.0,0.0,190000.0,60000.0,5488.0,5488.0,5488.0,5488.0
1 0200.780.02.152.20 2020,,2118.0,FAMIL.FATXADAK/IGOGAILUAK BIRGAITU,0.0,400000.0,0.0,400000.0,0.0,50000.0,0.0,0.0,0.0
1 0200.780.04.152.20 2018,,2119.0,FAMILIEI. TXONTAKO ERAIKIN. BERRIZT. LAN,0.0,1653970.73,0.0,1653970.73,0.0,1647167.39,724172.37,724172.37,724172.37
1 0300.120.01.153.20 2022,,46.0,OINARRIZKO ORDAINKETAK,179907.92,179907.92,0.0,108823.96,71083.96,108823.96,108823.96,108823.96,108823.96
1 0300.121.99.153.20 2022,,47.0,BESTE OSAGARRI BATZUK,298427.93,298427.93,0.0,224951.35,73476.58,224951.35,224951.35,224951.35,224951.35
1 0300.131.01.153.20 2022,,1279.0,LABORAL EBENTUALA,0.0,0.0,0.0,13312.88,-13312.88,13312.88,13312.88,13312.88,13312.88
1 0300.160.01.153.20 2022,,48.0,GIZARTE SEGURANTZA,116920.19,116920.19,0.0,76450.82,40469.37,76450.82,76450.82,76450.82,76450.82
1 0300.160.04.153.20 2022,,49.0,ELKARKIDETZAREN KUOTAK,8007.51,8007.51,0.0,6586.3,1421.21,6586.3,6586.3,6586.3,6586.3
1 0300.230.01.153.20 2022,,50.0,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0300.601.07.153.20 2022,,51.0,ERREBAL,75000.0,75000.0,0.0,12041.92,62958.08,12041.92,7251.53,7251.53,7251.53
1 0300.601.07.153.20 2021,,2120.0,ERREBAL,0.0,203718.87,0.0,203718.87,0.0,202928.9,123405.81,109915.05,109915.05
1 0300.601.08.153.20 2022,,52.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,3914376.01,3914376.01,1816087.45,996080.62,1102207.94,996080.62,116525.11,116101.61,15442.36
1 0300.601.08.153.20 2021,,2122.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,0.0,616462.0,0.0,616462.0,0.0,616462.0,317843.34,317419.84,313022.72
1 0300.601.08.153.20 2020,,2121.0,HIRI INGURUEN HOBEKUNTZA-IRISGARRITASUNA,0.0,107134.38,0.0,107134.38,0.0,49787.17,44399.98,44399.98,44399.98
1 0300.601.08.454.00 2022,,2040.0,MIRABASO IRIGARRITASUNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.08.454.00 2021,,2123.0,MIRABASO IRIGARRITASUNA,0.0,278601.16,0.0,278601.16,0.0,235409.16,22704.48,22704.48,22704.48
1 0300.601.14.153.20 2022,,54.0,LAN TXIKIAK,633000.0,633000.0,0.0,222873.59,410126.41,222873.59,181000.72,120063.99,119640.49
1 0300.601.14.153.20 2021,,2124.0,LAN TXIKIAK,0.0,73713.85,0.0,73713.85,0.0,73713.85,65726.82,65726.82,65726.82
1 0300.601.20.153.20 2022,,1285.0,UDAL ERAIKUNTZETAN LANAK,171000.0,171000.0,300.0,127482.32,43217.68,127482.32,61157.16,58000.16,19872.6
1 0300.601.20.153.20 2021,,2125.0,UDAL ERAIKUNTZETAN LANAK,0.0,1447155.87,0.0,1447155.87,0.0,1227087.65,413702.13,360942.54,312230.41
1 0300.601.21.323.00 2022,,198.0,LAN TXIKIAK ESKOLETAN,388000.0,450199.68,0.0,409850.47,40349.21,409850.47,215827.33,138964.61,138964.61
1 0300.601.21.323.00 2021,,2126.0,LAN TXIKIAK ESKOLETAN,0.0,181.5,0.0,181.5,0.0,181.5,0.0,0.0,0.0
1 0300.601.23.153.20 2022,,55.0,ALFALTATZE-LANAK,290000.0,290000.0,0.0,0.0,290000.0,0.0,0.0,0.0,0.0
1 0300.601.23.153.20 2021,,2127.0,ALFALTATZE-LANAK,0.0,199709.58,0.0,199709.58,0.0,174895.63,171804.32,171804.32,171804.32
1 0300.601.37.454.00 2022,,369.0,BASERRIETAKO AZPIEGITURA,125000.0,125000.0,0.0,124616.71,383.29,124616.71,64213.27,0.0,0.0
1 0300.601.37.454.00 2021,,2128.0,BASERRIETAKO AZPIEGITURA,0.0,31677.87,0.0,31677.87,0.0,31677.87,31677.87,31677.87,31677.87
1 0300.601.53.153.20 2022,,2039.0,LEGARREKO APARKALEKUA EGOKITZEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0300.601.53.153.20 2021,,2129.0,LEGARREKO APARKALEKUA EGOKITZEA,0.0,718747.44,0.0,718747.44,0.0,661404.5,130007.35,130007.35,130007.35
1 0300.625.01.153.20 2022,,1548.0,ALTZARIAK,20000.0,42817.19,0.0,13706.4,29110.79,13706.4,537.24,537.24,537.24
1 0300.643.01.153.20 2022,,56.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,366000.0,366000.0,0.0,162321.08,203678.92,162321.08,92375.02,80698.52,80698.52
1 0300.643.01.153.20 2021,,2131.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,0.0,117609.1,0.0,117609.1,0.0,117609.1,74064.1,74064.1,73156.6
1 0300.643.01.153.20 2020,,2130.0,IKERKETA/AZTERKETA ETA PROIEKTUAK,0.0,63762.86,0.0,63762.86,0.0,44281.86,0.0,0.0,0.0
1 0400.120.01.153.40 2022,,61.0,OINARRIZKO ORDAINKETAK,147551.68,147551.68,0.0,50060.79,97490.89,50060.79,50060.79,50060.79,50060.79
1 0400.120.01.165.00 2022,,91.0,OINARRIZKO ORDAINKETAK,15290.57,15290.57,0.0,9226.97,6063.6,9226.97,9226.97,9226.97,9226.97
1 0400.121.99.153.40 2022,,62.0,BESTE OSAGARRI BATZUK,121680.39,121680.39,0.0,122950.2,-1269.81,122950.2,122950.2,122950.2,122950.2
1 0400.121.99.165.00 2022,,92.0,BESTE OSAGARRI BATZUK,28586.76,28586.76,0.0,22329.43,6257.33,22329.43,22329.43,22329.43,22329.43
1 0400.130.03.153.40 2022,,63.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,357596.33,357596.33,0.0,187924.78,169671.55,187924.78,187924.78,187924.78,187924.78
1 0400.130.03.165.00 2022,,580.0,ORDAINK.PERTSONAL LABORAL FINKOARI,88045.3,88045.3,0.0,48008.17,40037.13,48008.17,48008.17,48008.17,48008.17
1 0400.130.03.171.00 2022,,102.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,33318.83,33318.83,0.0,97246.9,-63928.07,97246.9,97246.9,97246.9,97246.9
1 0400.130.03.323.00 2022,,188.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,150862.18,150862.18,0.0,28546.39,122315.79,28546.39,28546.39,28546.39,28546.39
1 0400.130.03.920.40 2022,,433.0,ORDAINKETAK PERTSONAL LABORAL FINKOARI,113005.07,113005.07,0.0,58431.45,54573.62,58431.45,58431.45,58431.45,58431.45
1 0400.131.01.153.40 2022,,64.0,LABORAL EBENTUALA,359845.26,359845.26,0.0,346987.7,12857.56,346987.7,346987.7,346987.7,346987.7
1 0400.131.01.164.00 2022,,82.0,LABORAL EBENTUALA,88478.81,88478.81,0.0,63120.08,25358.73,63120.08,63120.08,63120.08,63120.08
1 0400.131.01.165.00 2022,,1541.0,LABORAL EBENTUALA,0.0,0.0,0.0,20045.87,-20045.87,20045.87,20045.87,20045.87,20045.87
1 0400.131.01.171.00 2022,,103.0,LABORAL EBENTUALA,130226.61,130226.61,0.0,59073.48,71153.13,59073.48,59073.48,59073.48,59073.48
1 0400.131.01.323.00 2022,,643.0,LABORAL EBENTUALA,0.0,0.0,0.0,57761.55,-57761.55,57761.55,57761.55,57761.55,57761.55
1 0400.131.01.920.40 2022,,811.0,LABORAL EBENTUALA,0.0,0.0,0.0,66086.09,-66086.09,66086.09,66086.09,66086.09,66086.09
1 0400.160.01.153.40 2022,,65.0,GIZARTE SEGURANTZA,381968.33,381968.33,0.0,157386.68,224581.65,157386.68,157386.68,157386.68,157386.68
1 0400.160.01.164.00 2022,,83.0,GIZARTE SEGURANTZA,33306.03,33306.03,0.0,21870.8,11435.23,21870.8,21870.8,21870.8,21870.8
1 0400.160.01.165.00 2022,,94.0,GIZARTE SEGURANTZA,58262.8,58262.8,0.0,43004.11,15258.69,43004.11,43004.11,43004.11,43004.11
1 0400.160.01.171.00 2022,,104.0,GIZARTE SEGURANTZA,62393.38,62393.38,0.0,50523.7,11869.68,50523.7,50523.7,50523.7,50523.7
1 0400.160.01.323.00 2022,,189.0,GIZARTE SEGURANTZA,52304.82,52304.82,0.0,28331.45,23973.37,28331.45,28331.45,28331.45,28331.45
1 0400.160.01.920.40 2022,,434.0,GIZARTE SEGURANTZA,35384.26,35384.26,0.0,39372.64,-3988.38,39372.64,39372.64,39372.64,39372.64
1 0400.160.04.153.40 2022,,66.0,ELKARKIDETZAREN KUOTAK,17897.27,17897.27,0.0,12204.61,5692.66,12204.61,12204.61,12204.61,12204.61
1 0400.160.04.164.00 2022,,84.0,ELKARKIDETZAREN KUOTAK,4054.95,4054.95,0.0,1448.4,2606.55,1448.4,1448.4,1448.4,1448.4
1 0400.160.04.165.00 2022,,95.0,ELKARKIDETZAREN KUOTAK,3041.21,3041.21,0.0,2172.6,868.61,2172.6,2172.6,2172.6,2172.6
1 0400.160.04.171.00 2022,,105.0,ELKARKIDETZAREN KUOTAK,1013.74,1013.74,0.0,1448.4,-434.66,1448.4,1448.4,1448.4,1448.4
1 0400.160.04.323.00 2022,,190.0,ELKARKIDETZAREN KUOTAK,2027.47,2027.47,0.0,1448.4,579.07,1448.4,1448.4,1448.4,1448.4
1 0400.160.04.920.40 2022,,435.0,ELKARKIDETZAREN KUOTAK,3041.21,3041.21,0.0,2172.6,868.61,2172.6,2172.6,2172.6,2172.6
1 0400.210.01.153.40 2022,,67.0,AZPIEGITURA ETA ONDASUN NATURALAK,115000.0,175000.0,0.0,178970.95,-3970.95,178970.95,116788.57,114662.37,113603.23
1 0400.210.01.153.40 2021,,2132.0,AZPIEGITURA ETA ONDASUN NATURALAK,0.0,11498.55,0.0,11498.55,0.0,11498.55,1944.98,1944.98,1944.98
1 0400.210.01.454.00 2022,,367.0,AZPIEGITURA ETA ONDASUN NATURALAK,124000.0,94000.0,0.0,67474.6,26525.4,67474.6,55616.6,55616.6,31609.52
1 0400.210.01.454.00 2021,,2133.0,AZPIEGITURA ETA ONDASUN NATURALAK,0.0,7136.17,0.0,7136.17,0.0,7136.17,0.0,0.0,0.0
1 0400.211.01.323.00 2022,,191.0,ERAIKIN/BESTEL.ERAIK.MANTENIMEND.,141108.05,137108.05,0.0,47751.23,89356.82,47751.23,39984.31,39974.8,39974.8
1 0400.211.01.323.00 2021,,2134.0,ERAIKIN/BESTEL.ERAIK.MANTENIMEND.,0.0,40286.36,0.0,39384.91,901.45,39384.91,18474.34,18474.34,18474.34
1 0400.211.01.333.10 2022,,226.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,60000.0,47000.0,0.0,16806.85,30193.15,16806.85,12047.83,12047.83,12047.83
1 0400.211.01.333.10 2021,,2135.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,2154.03,0.0,2154.03,0.0,2154.03,1014.83,1014.83,1014.83
1 0400.211.01.333.20 2022,,233.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,60000.0,60000.0,0.0,12812.5,47187.5,12812.5,11962.85,11962.85,11962.85
1 0400.211.01.333.20 2021,,2137.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,4206.86,0.0,4185.65,21.21,4185.65,0.0,0.0,0.0
1 0400.211.01.333.20 2020,,2136.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,7308.67,0.0,7308.67,0.0,7308.67,0.0,0.0,0.0
1 0400.211.01.334.50 2022,,1751.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,83645.72,83645.72,0.0,29158.87,54486.85,29158.87,8138.59,8138.59,8138.59
1 0400.211.01.334.50 2021,,2138.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,2291.56,0.0,2190.5,101.06,2190.5,0.0,0.0,0.0
1 0400.211.01.920.40 2022,,436.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,179981.61,178981.61,0.0,81881.92,97099.69,81881.92,64930.43,64475.39,63282.66
1 0400.211.01.920.40 2021,,2139.0,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,4977.55,0.0,4977.55,0.0,4977.55,1330.94,1330.94,1330.94
1 0400.212.01.134.00 2022,,28.0,MAKINERIA/INSTALAZ/TRESNERIA. MANTENIM.,500824.88,500824.88,0.0,438637.13,62187.75,438637.13,291265.9,291265.9,291265.9
1 0400.212.01.134.00 2021,,2140.0,MAKINERIA/INSTALAZ/TRESNERIA. MANTENIM.,0.0,43840.31,0.0,43840.31,0.0,43840.31,31014.52,31014.52,31014.52
1 0400.212.01.163.00 2022,,77.0,MAKINERIA/INSTALAZ/TRESNERIA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
